Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Van Suchtelen van de Haarestraat;30;D;1068 GV;Amsterdam;HouseHunting Schiphol Regio & Haarlem e.o. ;;In verhuur genomen; € - ;; € - ;€ 1,700;€ 16;€ 1,795;Per maand;nee;19-4-2019;;;19-8-2019;1-5-2019;1-5-2019;1-5-2019;;;13;107;300;;;;;;2001;4;3;Appartement;;portiekwoning;;;;;;;Verhuurd;;per datum;0;€ 1,795;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Helmersstraat;182;II;1054 EL;AMSTERDAM;Broersma Makelaardij ;020-3059777;In verhuur genomen; € - ;; € - ;€ 1,805;€ 27;€ 1,795;Per maand;nee;16-5-2019;27-5-2019;;5-7-2019;1-6-2019;1-6-2019;;;;17;66;132;;;16;;;1907;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,795;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Ostadestraat;163;HS;1073 TK;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ;€ 1,795;€ 30;€ 1,795;Per maand;nee;11-6-2019;;;10-7-2019;10-7-2019;10-7-2019;1-8-2019;;;30;60;170;;;;;;1903;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,795;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Plantage Kerklaan;22;II;1018 TB;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,795;€ 28;€ 1,795;Per maand;nee;11-7-2019;;;6-8-2019;31-7-2019;31-7-2019;1-8-2019;;;21;65;200;;;;7;;1905;2;1;Appartement;;tussenverdieping;;;;A+;;10-8-2025;Verhuurd;;per datum;0;€ 1,795;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Jan van der Heijdenstraat;113;D;1072 TN;AMSTERDAM;A1 Executive Estate ;020 4410088;In verhuur genomen; € - ;; € - ;€ 2,000;€ 29;€ 1,795;Per maand;nee;5-8-2019;;;7-8-2019;6-8-2019;6-8-2019;;;;2;70;200;;2;1;6;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,795;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Veerstraat;11;3;1075 SL;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1,000;€ 16;€ 1,800;Per maand;nee;31-7-2018;;;29-7-2019;22-7-2019;22-7-2019;;;;357;62;216;;;;;;1911;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wilhelminastraat;195;II;1054 WE;AMSTERDAM;A1 Executive Estate ;020 4410088;In verhuur genomen; € - ;; € - ;€ 1,800;€ 26;€ 1,800;Per maand;nee;6-8-2018;;;28-5-2019;28-5-2019;28-5-2019;28-5-2019;;;296;70;210;;;;;;1950;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Koninginneweg;255;1;1075 CV;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,750;€ 25;€ 1,800;Per maand;nee;11-3-2019;;;24-6-2019;31-5-2019;31-5-2019;1-6-2019;;;82;70;280;;;;1;;1906;3;2;Appartement;;tussenverdieping;;;;D;;1-12-2027;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rietlandpark;81;;1019 DS;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,800;€ 22;€ 1,800;Per maand;nee;26-3-2019;;;20-6-2019;20-6-2019;20-6-2019;;;;87;82;240;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,900;€ 1,800;16-5-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rapenburg;76;;1011 TZ;AMSTERDAM;Makelaarskantoor Babs Persoons B.V. ;020-5205888;In verhuur genomen; € - ;; € - ;€ 1,800;€ 21;€ 1,800;Per maand;nee;26-3-2019;17-6-2019;;5-7-2019;17-6-2019;17-6-2019;;;;84;85;250;;1;;;49;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;1;€ 2,000;€ 1,800;14-5-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Heenvlietlaan;108;;1083 CL;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 1,800;€ 17;€ 1,800;Per maand;nee;29-3-2019;23-5-2019;;5-6-2019;5-6-2019;5-6-2019;;;;69;108;380;;;5;;;1968;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,950;€ 1,800;29-4-2019;€ 150;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan Peppinkstraat;11;;1069 PH;AMSTERDAM;Residential Real Estate ;020-2044509;In verhuur genomen; € - ;; € - ;€ 1,800;€ 18;€ 1,800;Per maand;nee;11-4-2019;;;10-6-2019;7-6-2019;7-6-2019;7-6-2019;;;58;100;260;153;4;;;;1981;3;1;Woonhuis;eengezinswoning;;geschakelde woning;luxe;;;;;Verhuurd;;in overleg;2;€ 2,100;€ 1,950;13-5-2019;€ 150;€ 1,800;20-5-2019;€ 150;  ;;  ;  ;;  ;  ;;  
Hendrik Jacobszstraat;6;IV;1075 PD;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,800;€ 28;€ 1,800;Per maand;nee;29-4-2019;;;3-6-2019;31-5-2019;31-5-2019;1-6-2019;;;33;65;169;;;;;;1913;3;2;Appartement;;bovenwoning;;;;B;;18-7-2022;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Nijenrodeweg;374;;1082 HE;AMSTERDAM;Jimble ;657933744;In verhuur genomen; € - ;; € - ;€ 1,750;€ 21;€ 1,800;Per maand;nee;1-5-2019;17-6-2019;;7-7-2019;1-7-2019;1-7-2019;;;;62;82;292;;;15;5;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;1;€ 1,850;€ 1,800;16-5-2019;€ 50;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wijdesteeg;18;;1012 RN;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verhuur genomen; € - ;; € - ;€ 1,800;€ 29;€ 1,800;Per maand;nee;7-5-2019;10-6-2019;;17-6-2019;17-6-2019;17-6-2019;;;;42;62;161;;;;;;2018;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;1;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Overtoom;203;2;1054 HT;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verhuur genomen; € - ;; € - ;€ 1,800;€ 30;€ 1,800;Per maand;nee;15-5-2019;;;18-6-2019;18-6-2019;18-6-2019;18-6-2019;;;35;61;218;;1;;7;;1925;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hoofdweg;696;;1055 AB;AMSTERDAM;Van Overbeek Amsterdam ;020-5209580;In verhuur genomen; € - ;; € - ;€ 1,800;€ 19;€ 1,800;Per maand;nee;16-5-2019;;;5-6-2019;4-6-2019;4-6-2019;;;;20;94;302;;;7;7;;2008;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Backershagen;33;;1082 GR;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 1,800;€ 17;€ 1,800;Per maand;nee;17-5-2019;23-5-2019;;5-6-2019;5-6-2019;5-6-2019;;;;20;108;380;;;5;;;1968;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vechtstraat;52;III;1078 RM;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;20-5-2019;;;11-6-2019;7-6-2019;7-6-2019;7-6-2019;;;19;80;208;;;;9;;1922;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Reitzstraat;159;;1091 ZC;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1,000;€ 14;€ 1,800;Per maand;nee;23-5-2019;;;4-6-2019;3-6-2019;3-6-2019;;;;12;73;200;;;;;;1924;3;2;Appartement;;maisonnette;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Nijenrodeweg;646;;1082 HZ;AMSTERDAM;Peter Bruin Makelaardij o.g. b.v. ;020-6768022;In verhuur genomen; € - ;; € - ;€ 1,800;€ 20;€ 1,800;Per maand;nee;23-5-2019;;;2-7-2019;1-7-2019;1-7-2019;2-7-2019;;;40;90;234;;;;4;;1965;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Elandsgracht;144;;1016 VC;AMSTERDAM;Residential Real Estate ;020-2044509;In verhuur genomen; € - ;; € - ;€ 1,800;€ 30;€ 1,800;Per maand;nee;26-5-2019;;;21-6-2019;18-6-2019;18-6-2019;1-7-2019;;;24;60;127;;;;;;1800;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Derde Helmersstraat;50;2;1054 BJ;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,800;€ 29;€ 1,800;Per maand;nee;27-5-2019;;;6-6-2019;3-6-2019;3-6-2019;7-6-2019;;;8;63;178;;;;7;;;2;1;Appartement;;bovenwoning;;;;D;1.25;10-3-2026;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Marowijnestraat;14;II;1058 VS;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,800;€ 26;€ 1,800;Per maand;nee;29-5-2019;;;19-6-2019;19-6-2019;19-6-2019;19-6-2019;;;22;70;200;;;;;;1922;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Koninginneweg;207;1;1075 CR;AMSTERDAM;Amsterdamse Maatschappij tot Beheer O.G. B.V. ;020-6760788;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;3-6-2019;12-6-2019;;4-7-2019;21-6-2019;21-6-2019;;;;19;80;240;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Karel Klinkenbergstraat;1;#NAME?;1061 AH;AMSTERDAM;Amstel Makelaardij o.g. ;020- 238 63 00;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;3-6-2019;;;19-6-2019;9-6-2019;9-6-2019;;;;7;77;200;;2;5;11;;2018;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costakade;122;II;1053 XB;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,800;€ 26;€ 1,800;Per maand;nee;4-6-2019;;;24-7-2019;10-7-2019;10-7-2019;15-7-2019;;;37;70;255;;;;6;;1904;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Linnaeusparkweg;189;I;1098 CZ;AMSTERDAM;Amsterdamse Maatschappij tot Beheer O.G. B.V. ;020-6760788;In verhuur genomen; € - ;; € - ;€ 1,800;€ 24;€ 1,800;Per maand;nee;5-6-2019;15-7-2019;;5-8-2019;1-8-2019;1-8-2019;;;;58;75;220;;;;;;1929;3;2;Appartement;;bovenwoning;;;;A;1.11;3-3-2027;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ceintuurbaan;234;4;1072 GE;AMSTERDAM;Makelaar Bert ;020 2613470;In verhuur genomen; € - ;; € - ;€ 1,800;€ 30;€ 1,800;Per maand;nee;6-6-2019;;;4-7-2019;3-7-2019;3-7-2019;15-7-2019;;;28;60;200;;;;20;;;3;2;Appartement;;bovenwoning;;;;C;;27-6-2026;Verhuurd;;direct;1;€ 1,900;€ 1,800;19-6-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westerdok;45;A;1013 AZ;AMSTERDAM;Keizerskroon Makelaars ;020-4202222;In verhuur genomen; € - ;; € - ;€ 1,800;€ 16;€ 1,800;Per maand;nee;6-6-2019;;;8-7-2019;8-7-2019;8-7-2019;8-7-2019;;;33;110;265;;;;;;;2;1;Woonhuis;woonboot;;vrijstaande woning;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hellenburg;19;;1082 GP;AMSTERDAM;Dinant Makelaardij ;020-6699999;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;7-6-2019;;;12-7-2019;12-7-2019;12-7-2019;;;;36;80;215;;;7;10;;1967;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 2,000;€ 1,800;13-6-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kanaalstraat;136;hs;1054 XN;AMSTERDAM;Van Maarschalkerwaart Makelaardij o.g. b.v. ;020-5721111;In verhuur genomen; € - ;; € - ;€ 1,700;€ 26;€ 1,800;Per maand;nee;13-6-2019;;;18-6-2019;18-6-2019;18-6-2019;;;;6;65;180;;;;45;;;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Borssenburgplein;155;;1078 WB;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1,000;€ 11;€ 1,800;Per maand;nee;17-6-2019;;;30-7-2019;2-7-2019;2-7-2019;;;;16;88;265;;;;;;2001;3;2;Appartement;;penthouse;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kwakersstraat;9;;1053 WC;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;20-6-2019;;;21-6-2019;21-6-2019;21-6-2019;21-6-2019;;;2;80;240;;;;;;2017;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Peperstraat;15;-2;1011 TJ;AMSTERDAM;Amstel Vastgoed ;020 2233061;In verhuur genomen; € - ;; € - ;€ 1,800;€ 35;€ 1,800;Per maand;nee;21-6-2019;;;3-7-2019;3-7-2019;3-7-2019;3-7-2019;;;13;52;122;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Looiersgracht;112;III;1016 VT;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 2,000;€ 30;€ 1,800;Per maand;nee;26-6-2019;;;24-7-2019;23-7-2019;23-7-2019;;;;28;66;175;;;;;;1975;3;2;Appartement;;bovenwoning;;;;C;;9-1-2029;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Overtoom;254;I;1054 JA;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,800;€ 21;€ 1,800;Per maand;nee;27-6-2019;;;20-8-2019;14-8-2019;14-8-2019;16-8-2019;;;49;85;210;;;;6;;;3;2;Appartement;;bovenwoning;;;;D;2.27;11-11-2025;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gerard Doustraat;1;D3;1072 VG;AMSTERDAM;Amstel Property Agency ;020-5616311;In verhuur genomen; € - ;; € - ;€ 1,800;€ 26;€ 1,800;Per maand;nee;28-6-2019;;;6-7-2019;5-7-2019;5-7-2019;;;;8;70;205;;;;3;;;3;2;Appartement;;portiekflat;;;;B;;14-3-2023;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Karel du Jardinstraat;25;hs;1072 SE;AMSTERDAM;Mar. J. Heule Makelaardij b.v. ;020-6766633;In verhuur genomen; € - ;; € - ;€ 1,800;€ 35;€ 1,800;Per maand;nee;1-7-2019;16-7-2019;;5-8-2019;1-8-2019;1-8-2019;;;;32;52;135;;;;;;1926;3;2;Appartement;;benedenwoning;;;;D;;18-5-2027;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Breestraat;119;I;1071 ZK;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,800;€ 27;€ 1,800;Per maand;nee;1-7-2019;;;6-8-2019;29-7-2019;29-7-2019;;;;29;67;201;;;;6;;1901;3;2;Appartement;;bovenwoning;;;;F;2.11;7-11-2027;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Schellingwouderdijk;187;;1023 ND;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,800;€ 16;€ 1,800;Per maand;nee;2-7-2019;;;20-8-2019;20-8-2019;20-8-2019;22-8-2019;;;50;112;300;;;;42;;;5;3;Woonhuis;eengezinswoning;;tussenwoning;normaal;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Schinkelkade;61;;1075 VL;AMSTERDAM;HB Makelaardij B.V. ;020-6170379;In verhuur genomen; € - ;; € - ;€ 1,800;€ 28;€ 1,800;Per maand;nee;20-6-2019;;;18-7-2019;18-7-2019;18-7-2019;18-7-2019;;;29;64;160;;;;;;1912;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Cas Oorthuyskade;258;;1087 DP;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,800;€ 20;€ 1,800;Per maand;nee;3-7-2019;;;22-8-2019;22-8-2019;22-8-2019;22-8-2019;;;51;90;275;;;;;;2008;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lijnbaansgracht;222;;1017 PH;AMSTERDAM;Amstel Vastgoed ;020 2233061;In verhuur genomen; € - ;; € - ;€ 1,800;€ 35;€ 1,800;Per maand;nee;9-7-2019;;;7-8-2019;7-8-2019;7-8-2019;7-8-2019;;;30;52;130;;;;;;1981;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vierwindenstraat;1;;1013 LA;AMSTERDAM;Straathof Makelaars o.g. ;020-6757466;In verhuur genomen; € - ;; € - ;€ 1,800;€ 23;€ 1,800;Per maand;nee;11-7-2019;19-7-2019;;2-8-2019;1-8-2019;1-8-2019;;;;22;80;200;;;;;;1890;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Overtoom;402;3;1054 JS;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,800;€ 26;€ 1,800;Per maand;nee;12-7-2019;;;18-7-2019;18-7-2019;18-7-2019;18-7-2019;;;7;70;210;;;;;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Danie Theronstraat;26;D;1091 XZ;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,800;€ 20;€ 1,800;Per maand;nee;12-7-2019;;;31-7-2019;31-7-2019;31-7-2019;31-7-2019;;;20;90;275;;;;;;1926;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Derde Helmersstraat;62;I;1054 BK;AMSTERDAM;PB Makelaars o.z. ;020-8203456;In verhuur genomen; € - ;; € - ;€ 1,800;€ 29;€ 1,800;Per maand;nee;12-7-2019;;;29-7-2019;22-7-2019;22-7-2019;;;;11;63;165;;;;2;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Schinkelstraat;12;hs;1075 TX;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,800;€ 33;€ 1,800;Per maand;nee;16-7-2019;;;13-8-2019;12-8-2019;12-8-2019;12-8-2019;;;28;55;145;;;;;;1884;3;2;Appartement;;benedenwoning;;;;C;;6-6-2026;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Carnapstraat;21;;1062 KV;AMSTERDAM;Grand Relocation ;020-6200813;In verhuur genomen; € - ;; € - ;€ 1,800;€ 18;€ 1,800;Per maand;nee;23-7-2019;;;30-7-2019;30-7-2019;30-7-2019;;;;8;100;250;;;5;7;;1980;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costastraat;41;IV;1053 ZD;AMSTERDAM;PB Makelaars o.z. ;020-8203456;In verhuur genomen; € - ;; € - ;€ 1,800;€ 36;€ 1,800;Per maand;nee;26-7-2019;;;29-7-2019;29-7-2019;29-7-2019;;;;4;50;125;;;;;;1910;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Slingerbeekstraat;25;I;1078 BH;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,800;€ 30;€ 1,800;Per maand;nee;1-8-2019;;;15-8-2019;15-8-2019;15-8-2019;15-8-2019;;;15;60;120;;;;;;1924;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lorentzlaan;9;;1097 KH;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,800;€ 14;€ 1,800;Per maand;nee;2-8-2019;;;21-8-2019;21-8-2019;21-8-2019;21-8-2019;;;20;129;335;;;;;;;5;4;Woonhuis;eengezinswoning;;hoekwoning;normaal;;;;;Verhuurd;;per datum;0;€ 1,800;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sumatrakade;255;;1019 PK;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,810;€ 16;€ 1,810;Per maand;nee;30-4-2019;;;7-6-2019;7-6-2019;7-6-2019;;;;39;116;289;;;;;;1997;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,810;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Overtoom;407;B;1054 JP;Amsterdam;Wielinga Makelaars ;(+31) 20 363 71 73;In verhuur genomen; € - ;; € - ;€ 1,820;€ 30;€ 1,820;Per maand;nee;21-3-2019;;;1-6-2019;1-4-2019;1-4-2019;1-4-2019;;;12;60;183;;;;5;;1901;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,820;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gustav Mahlerlaan;120;;1082 ME;AMSTERDAM;Digimakelaars.nl ;088-0000400;In verhuur genomen; € - ;; € - ;€ 1,820;€ 11;€ 1,820;Per maand;nee;4-6-2019;;;19-7-2019;19-7-2019;19-7-2019;;;;46;171;325;;;4;;;2008;3;2;Appartement;;tussenverdieping;;;;C;1.19;17-2-2025;Verhuurd;;direct;0;€ 1,820;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Achtergracht;99;II;1018 WP;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,800;€ 31;€ 1,825;Per maand;nee;9-5-2019;;;3-6-2019;31-5-2019;31-5-2019;31-5-2019;;;23;58;150;;;;;;;3;2;Appartement;;tussenverdieping;;;;C;;21-8-2027;Verhuurd;;in overleg;0;€ 1,825;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amstelkade;144;1;1078 AV;AMSTERDAM;Huysshop ;040 2870037;In verhuur genomen; € - ;; € - ;€ 1,825;€ 18;€ 1,825;Per maand;nee;4-6-2019;;;5-7-2019;5-7-2019;5-7-2019;;;;32;102;285;;;6;11;;1928;3;2;Appartement;;bovenwoning;;;;E;;4-6-2028;Verhuurd;;in overleg;0;€ 1,825;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwezijds Voorburgwal;118;A;1012 SH;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,925;€ 25;€ 1,825;Per maand;nee;26-6-2019;;;2-8-2019;1-8-2019;1-8-2019;1-8-2019;;;37;77;200;;;;;;1920;3;2;Appartement;;tussenverdieping;;;;A;;11-10-2028;Verhuurd;;in overleg;0;€ 1,825;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
